url,texto
https://www.vinhoegastronomia.com.br/inicio/categories/champagne,Guto Martinez19 de mai.2 minMoët & Chandon lança edição especial para a coroação de Rei Charles III31 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/charutos,Guto Martinez20 de ago. de 20223 minAguzzo no Europa Lounge233 curtidas. Post não marcado como curtido3
https://www.vinhoegastronomia.com.br/inicio/categories/chile,Guto Martinez25 de jul. de 20224 minGonzalo Guzmán em projeto autoral mostra o resgate do vinho chileno sem esquecer da inovação612 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/chocolate,Guto Martinez16 de nov. de 20225 minLindt lança panettone de doce de leite com cobertura de chocolate81 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/curso,"Viviane Chow29 de out. de 20204 minQual a diferença entre o vinho orgânico, biodinâmico, natural ou vegano?87Post não marcado como curtido"
https://www.vinhoegastronomia.com.br/inicio/categories/douro,Guto Martinez28 de abr. de 20224 minLusovini e o melhor de cada terroir português262 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/drinks,Guto Martinez10 de mar.4 minEtapa brasileira do Tio Pepe Challenge define melhor bartender do país141 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/espanha,Guto Martinez11 de abr. de 20222 minVilarnau: a personalidade catalã do Cava143 curtidas. Post não marcado como curtido3
https://www.vinhoegastronomia.com.br/inicio/categories/espaços-de-eventos,Guto Martinez19 de mai.2 minGrand Cru promove Tasting Day com degustação de rótulos especiais no Shopping Tamboré151 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/estados-unidos,Guto Martinez10 de abr.2 minUS Cranberries na Anufood 2023211 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/evento,Guto Martinezhá 5 dias2 minWine Weekend São Paulo começa dia 30 de Junho no Pavilhão Pacaembu131 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/frança,Guto Martinez27 de jul. de 20222 minColheita 2022 de Champagne tem maior limite de rendimento em mais de uma década211 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/gastronomia,Guto Martinez10 de abr.2 minUS Cranberries na Anufood 2023211 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/grécia,"Guto Martinez3 de mar.1 minCom selo ‘Woman Winemaker’, vinhos gregos veganos celebram o Mês da Mulher71 curtida. Post não marcado como curtido1"
https://www.vinhoegastronomia.com.br/inicio/categories/harmonização,"Início
Matérias
Instagram
Eventos
Contato
Mais
Vinho combina com salada?
Receita: Peru com US Cranberries
Receita: Blondie (Brownie de chocolate branco)
Receita: Aruanã ao molho de tucupi com cranberries
Europa Lounge oferece kit de charutos e bebidas harmonizadas para o Dia dos Pais
Cesar Adames promove harmonização de Brandy com charuto no Europa Lounge
Que vinho vai bem com churrasco?
RECEITA: Bacalhau com Natas e Peras ao Vinho
Krug Bier traz kit de chocolate e cerveja para a Páscoa
Receita: Peixe ao leite de coco com alho-poró
Receita: Borscht Light
Perrier-Jouët oferece experiência guiada em parceria com Chocolat du Jour
Receita: Yakisoba rápido
Um Wine Dinner memorável
Receita: Kibe cru de salmão do Farabbud
Receita: Penne ao Molho de Queijo e Linguiça
Receita: Tomates Recheados com Requeijão de Castanhas
Conexões saborosas
Se tiver alguma dúvida, ou se quiser alguma informação de VeG, estamos à disposição!
contato@vinhoegastronomia.com.br"
https://www.vinhoegastronomia.com.br/inicio/categories/importadora,Guto Martinez19 de mai.2 minGrand Cru promove Tasting Day com degustação de rótulos especiais no Shopping Tamboré151 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/itália,Guto Martinez27 de jan.3 minPrimeira Cafeteria Bialetti do Mundo é inaugurada no Brasil342 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/livros,"Guto Martinez8 de jul. de 20223 minNovo livro de Carolina Pimentel detalha como a nutrição ""Plant Based"" faz bem ao corpo e ao planeta253 curtidas. Post não marcado como curtido3"
https://www.vinhoegastronomia.com.br/inicio/categories/notícias,Guto Martinezhá 5 dias2 minWine Weekend São Paulo começa dia 30 de Junho no Pavilhão Pacaembu131 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/outras-bebidas,Guto Martinez9 de fev.2 minParceria entre Aperol Spritz e Lovin une praticidade e economia para drinks de fácil preparo183 curtidas. Post não marcado como curtido3
https://www.vinhoegastronomia.com.br/inicio/categories/personalidades,Guto Martinez19 de mai.2 minMoët & Chandon lança edição especial para a coroação de Rei Charles III31 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/pizza,Guto Martinez11 de jul. de 20221 minSalvi traz pizza de fermentação natural durante todo o dia292 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/podcast,Guto Martinez8 de mar. de 20214 minGastronomia Japonesa no podcast da Japan House182 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/porto,Guto Martinez19 de mai.3 minReal Companhia Velha: nova direção vínica e os múltiplos terroirs da vinícola bicentenária92 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/portugal,Guto Martinezhá 5 dias2 minAdega de Redondo marca presença na 10° edição do Vinhos de Portugal de SP172 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/prêmios,Guto Martinez16 de dez. de 20222 minEspumante nacional de 30 reais entre os 100 melhores do mundo161 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/queijos,Guto Martinez8 de dez. de 20203 minReceita: Penne ao Molho de Queijo e Linguiça281 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/receita,Guto Martinez19 de mai.2 minRECEITA: Panna Cotta com iogurte81 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/restaurante,Guto Martinez28 de fev.3 minVinhos da coleção Spaccio RAR inspiram wine dinner no Terraço Itália161 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/sobremesa,Guto Martinez19 de mai.2 minRECEITA: Panna Cotta com iogurte81 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/sorvete,"Guto Martinez21 de set. de 20223 minBen&Jerry's comemora Dia do Sorvete com ação pelo Dia da Visibilidade Bi, que cai na mesma data252 curtidas. Post não marcado como curtido2"
https://www.vinhoegastronomia.com.br/inicio/categories/turismo,Guto Martinez13 de jan.3 minCurso de Degustação de Vinhos e Azeites é atração na vindima da Vinícola Aurora191 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/uvas,Guto Martinez6 de jan. de 20202 minChega de Pinot Grigio?122 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/vegano,Guto Martinez7 de fev.4 minGoverno do Reino Unido responde à GenV sobre desafio vegano de 1 milhão de libras43 curtidas. Post não marcado como curtido3
https://www.vinhoegastronomia.com.br/inicio/categories/vegetariano,Guto Martinez16 de nov. de 20222 minPraça São Lourenço apresenta menu vegetariano102 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/vinho,Guto Martinezhá 5 dias2 minWine Weekend São Paulo começa dia 30 de Junho no Pavilhão Pacaembu131 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/vinícola,Guto Martinezhá 5 dias2 minAdega de Redondo marca presença na 10° edição do Vinhos de Portugal de SP172 curtidas. Post não marcado como curtido2
https://www.vinhoegastronomia.com.br/inicio/categories/wine-bar,Guto Martinez6 de jul. de 20223 minVinícola Campestre traz rodízio de vinhos para o seu Wine Bar271 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/inicio/categories/áfrica-do-sul,Guto Martinez21 de jan. de 20192 minO desafio da seca na África do Sul41 curtida. Post não marcado como curtido1
https://www.vinhoegastronomia.com.br/post/10-anos-gala-wines-of-chile,"10 Anos da Gala Wines of Chile marcam sucesso da estratégia
Master Class com Cecília Aldaz mostra a personalidade de alguns dos maiores nomes do vinho chileno no Brasil
Em uma década de promoção dos produtos vinícolas do Chile no Brasil, é hora de comemorar: no ano de 2020, o Brasil virou o maior destino dos vinhos chilenos, com crescimento de 38% frente a 2019 (15% do total exportado). O volume é tão expressivo que já alcança, por aqui, o total de 44% do volume total importado, e com qualidade: dez das 30 marcas de vinho mais valiosas hoje presentes no Brasil são chilenas.
São muitas as explicações que justificam este sucesso: a geografia do Chile permite quase todos os climas do mundo, dada a sua dimensão longitudinal e o relevo, oferecendo alta qualidade e uma diversidade ímpar entre todos os produtores: encontramos desde tintos encorpados e potentes até brancos delicados e sutis, e uma produção que vai da proximidade com o Atlântico ao sopé dos Andes, nos mais distintos tipos de solo, inclusive o desértico.
Mesmo com tanto sucesso, o vinho para os chilenos ultrapassa uma simples questão comercial para as relações com o nosso país: este é um ""embaixador engarrafado"", que nos impulsiona a conhecer mais do país, e apresenta toda a sua diversidade como um potencial turístico, lembrando que para muitas vinícolas o enoturismo já responde por uma parcela importante das receitas, e oferece uma estabilidade que a produção agrícola não consegue dar.
Em degustação oferecida pela ProChile, com apresentação de Cecília Aldaz, foram apresentados Vinhos com Personalidade que demonstram a versatilidade e o potencial dos vinhos que conquistaram o paladar do brasileiro, e levaram as relações entre os países a um novo patamar.
Notas de Degustação
VFC - Bouchon - Granito 2019
100% Semillon
Produzido no Vale do Maule a 30km do oceano e com vinhas plantadas a 187m de altitude nos anos 1940, metade da produção envelhece em carvalho e o restante em inox sur lie. O nariz apresenta aromas herbáceos muito agradáveis (distintos de uma pirazina), que encontra cítricos intensos e notas de manga madura, além de toques minerais, evoluindo para apresentar notas de pipoca com o tempo. A acidez é bastante pronunciada e agradável, com persistência bastante longa e final agradável. Com potencial de guarda de 10 a 15 anos. Definitivamente, um branco distinto e com uma personalidade surpreendente.
Valor: R$ 180,00 (aproximadamente)
Suvalles - Toro de Piedra - Rincón de Los Vientos 2019
100% Cabernet Sauvignon
Não é só mais um Cabernet Sauvignon chileno: a proposta da vinícola é selecionar as melhores uvas das melhores parcela da produção em Curicó, no Vale do Colchagua, que passam 16 a 18 meses em barricas de carvalho francês. O nariz traz frutas vermelhas suculentas e frescas, com notas de pimenta vermelha e pimenta-de-cheiro, e um ligeiro abaunilhado. A boca traz um equilíbrio com intensidade na acidez pronunciada, nos taninos marcantes, numa picância deliciosa e uma persistência prolongada. Um exemplar único de potencial da variedade mais comum do Chile.
Sutil - Sutil Limited Release 2019
93% Syrah, 4% Petit Verdot, 3% Viognier
A produção ocorre a apenas 30km do oceano e a 205 metros de altitude no Vale de Limarí, com vinificação em tanques de aço inox por 40 dias em contato com as cascas, seguido de 12 meses em carvalho francês. A potência da Syrah vem com uma suavidade da Viognier e frescor frutado da Petit Verdot, o que se tradduz num nariz com cerejas e notas de café suavizadas com um ligeiro floral. O paladar traz acidez muito gastronômica com taninos agradáveis, uma sensação mais quente, quase apimentada, com boa persistência, taninos muito bem domados e final limpo. Um corte diferente que cria um vinho único.
Perez Cruz - Quelen 2014
45% Petit Verdot, 30% Cot, 25% Carménère
Produzido na subregião de Maipo-Andes, aos pés da Cordilheira, este corte distinto com as variedades que protagonizam na região de Quelén é feito com vinhas de pé-franco e passa por 18 meses na madeira após a fermentação. Aromas elegantes de frutas vermelhas (framboesas) acompanhadas de notas herbáceas discretas, com especiarias quentes e um toque de baunilha; o paladar traz elegância e harmonia de elementos, um ligeiro sucré muito agradável que acompanha a persistência média a longa até o final. Saboroso e elegante.
Von Siebenthal - Toknar 2012
100% Petit Verdot
Os vinhedos são localizados a 60km da costa, na região de Panquehue, no Vale do Aconcágua. Visto pelo produtor como um vinho ""potente"", passa por 4 anos de afinamento antes de sair para o mercado, e se mostra ainda longevo na taça, mesmo já trazendo reflexos alaranjados na coloração, ainda bem intensa. O nariz traz frutas mais negras e maduras, que já remetem a ameixas, com alguma especiaria como coadjuvante. Em boca, traz taninos bem marcados e uma acidez vibrante, algo bastante desejável para um vinho já com 9 anos desde a sua produção, com ótima persistência, acidez elevada e açúcar ligeiramente notável.
Maquís - Maquís Franco 2015
95% Cabernet Franc, 3% Carménère
Com uma pitada de Carménère para temperar a Cabernet Franc, este exemplar feito no coração do Vale do Colchagua é feito em solo argiloso aluvial, com um envelhecimento de 24 meses em barricas de carvalho. A Cabernet Franc apresenta uma elegância que se mostra num nariz que traz cerejas, anis estrelado e um fundo quase mentolado, temperado com baunilhas, e uma boca vibrante e intensa, com boa acidez e taninos marcantes. Persistente e aveludado, um vinho que traz complexidade incomum para a variedade."
https://www.vinhoegastronomia.com.br/post/12º-mania-de-vinho-art-des-caves,"12º Mania de Vinho Art des Caves
Evento conta com descontos e novidades
O Mania de Vinho voltou a São Paulo! Um dos eventos sobre vinhos mais aguardados da cidade já tem data e hora para acontecer em 2019. A 12ª edição do Mania de Vinho acontecerá no dia 16 de Julho, das 15h às 21h, no Piso Superior do D&D Shopping, o maior e mais completo centro de decoração e design da América Latina.
Organizado pela Art des Caves - que é pioneira na fabricação de adegas climatizadas no Brasil – o Avant Première promove uma experiência completa para amantes de vinho. A bebida será a atração principal, nas degustações dos principais rótulos do Brasil e do mundo, que estarão com ofertas exclusivas.
No dia do evento, o consumidor terá acesso a rótulos com excelente custo-benefício de empresas parceiras como Mistral, Dominio Cassis, Bodegas, Optimus, Weinkeller, Wine Experience, Vince, Qualimpor, Costa Azurra, DelMaipo.
O evento ainda contará com a presença de marcas como a Senhora das Especiarias, Weinkeller, Casa do Bento Pães Artesanais dentre outras, que serão responsáveis pelas harmonizações de queijos, geleias, linguiças e mostardas, além, é claro, de tirar todas as dúvidas sobre como utilizar o melhor de cada sabor para harmonizar com os tipos de vinho.
Para tornar a experiência inesquecível, na 12ª Edição do Mania de Vinho ainda será possível conversar com especialistas em adegas, que ajudarão os participantes à escolher sua adega ideal, baseado em seu estilo, hábito de consumo e espaço disponível no ambiente.
Também será durante o Avant Premiere que a Art des Caves apresentará a sua Nova Linha de Adegas Sommelier, que recebeu um design totalmente novo e sofisticado, com condições especiais imperdíveis!
O evento é gratuito e conta com a participação de sommeliers, arquitetos, decoradores, grandes marcas do segmento e enófilos.
Para se inscrever e garantir a sua participação no Mania de Vinho basta acessar o link: Mania de Vinho - Art des Caves"
https://www.vinhoegastronomia.com.br/post/20-de-setembro-dia-da-garnacha,"20 de setembro, dia da Garnacha
Desde 2010, comemora-se o Garnacha Day na terceira sexta-feira de setembro, próximo dia 20. De origem espanhola, são muitos os nomes ao redor do mundo: Grenache, Garnatxa e Cannonau.
A Garnacha não é tão conhecida como a Cabernet Sauvignon, a Syrah e a Merlot, por exemplo. Isso porque, embora possa se apresentar sozinha, é uma das castas muito utilizadas nas assemblages. Por isso, se diz que a Garnacha é a uva mais amigável que existe. Apenas para exemplificar: cortes clássicos de Rioja, Châteauneuf-du-Pape, Priorato e Provence levam um percentual de Garnacha na sua elaboração.
Os aromas típicos de um vinho à base de Garnacha são os frutados de amora, mirtilo, morango, groselha, cereja e ameixa, além dos aromas de especiarias, como pimenta-do-reino, canela, menta e alcaçuz. Mas também é possível encontrar associações a aromas de couro e tabaco, rosas e violetas, além de chocolate e baunilha.
Fácil de cultivar, com uvas pequenas e casca fina pouco pigmentada, a Garnacha se adapta muito bem às regiões mais quentes. É uma uva versátil, produz desde vinhos rosés, passando pelos tintos, chegando aos vinhos de sobremesa. Pode estagiar em madeira (velha, de preferência) ou não. Quando colhida tardiamente, é uma uva com elevada doçura e isso explica o seu potencial para gerar vinhos com bom grau alcoólico.
Harmonizando
A textura e o bom corpo dos vinhos feitos de Garnacha os tornam versáteis para harmonizar com diversos pratos. Em especial os picantes e com bastante condimentos, nas quais destacam-se os sabores de cebola, alho, pimentão, azeitonas, alcaparras, alecrim, e é claro, pimenta, que combinam com os aromas da bebida. Também harmoniza muito bem com churrasco e grelhados e Paella Valenciana.
Seguem as sugestões da importadora Casa Rio Verde de vinhos varietais e assemblages com a casta Garnacha (www.casarioverde.com.br)
Varietais:
Juntos Garnacha 2017 (Espanha) R$ 101
Baltasar Gracián El Político Garnacha 2016 (Espanha) de R$ 101,90 por R$ 71,33 até 22/09/19
Vinho Rioja Sierra Cantabria Garnacha D.O.Ca. 2014 (Espanha) R$ 245,63
Assemblages:
Brise Marine Mediterranée Rosé (França) - R$ 73,00
Côtes du Rhône A.O.C Domaine de Lanis Blanc 2015 (França) - R$ 107,35
Château V de Viranel (França) - de R$ 257,00 por R$ 149,06 até 22/09/19
Costieres de Nimes Petit Romain Garnacha - Syrah (França) - de R$ 121 por R$ 84,70 até 22/09/19
Dairo Crianza Montsant D.O. (Espanha) - de R$ 119,00 por R$ 71,40 até 22/09/19"
https://www.vinhoegastronomia.com.br/post/2016-é-vintage-no-porto,"2016 é Vintage no Porto
Primeiro, foi a Quinta do Noval a declarar, e em seguida, a poderosa Symington (que inclui as marcas Dow's e Graham's) que fez o anúncio, seguida de Kopke, Burmester, Cálem e Barros (todas da Sogevinus Fine Wines): o ano de 2016 foi de qualidade excepcional, o suficiente para que fosse amplamente declarada uma colheita Vintage.
No caso da Quinta do Noval, o Diretor Geral Christian Seely declarou à publicação ""Decanter"" que os cortes individuais foram excelentes, e o blend final deverá ser histórico para a casa.
O anúncio vem na sequência de uma boa colheita já em 2015, na qual algumas casas (como a Cockburn) já haviam declarado ser um ano Vintage, mas 2016 se mostrou ainda melhor.
A declaração é normalmente feita por volta do dia 23 de abril - dia de São Jorge, patrono da Inglaterra, o que mostra os laços íntimos dos produtores locais com a nação britânica, o que é fácil de observar quando vemos os nomes de diversas casas tradicionais de vinho do Porto.
A evolução de vinhos Vintage pode ultrapassar os 50 anos, nos quais cada estágio mostra características únicas, sempre atraentes. O Instituto do Vinho do Porto destaca a evolução, desde o rubi intenso e frutado da primeira década, aos tons granada e de frutos maduros, até chegar ao âmbar de frutos secos mais discretos da evolução.
Para os apreciadores, a declaração é uma ótima notícia, que permite adquirir as garrafas da colheita enquanto ainda são mais novas (e com preços mais atraentes), podendo guardar por diversos anos, aproveitando o envelhecimento em garrafa que ocorre nesta categoria especial.
A venda dos vinhos ao consumidor deverá ocorrer apenas no último trimestre do ano, conforme anunciado na mídia portuguesa. No Brasil, é possível adquirir os vinhos da Symington no site da importadora Mistral, portanto fique alerta para a colheita 2016 do produtor!"
https://www.vinhoegastronomia.com.br/post/2021-maes-mistral,"Dia das Mães na Mistral tem promoção “compre e ganhe”
Nos pedidos acima de R$ 599, os clientes recebem de presente vinhos ou até um kit de garrafa e taças
Neste Dia das Mães, a Mistral faz uma promoção “compre e ganhe”. Em todos os pedidos realizados até o dia 9 de maio de 2021 com valores superiores a R$ 599, os clientes ganham de presente vinhos e até um kit com garrafa e taças, a depender da faixa de preço.
Nas compras a partir de R$ 599, o brinde é um Alamos Syrah 2019. Com a assinatura da Catena Zapata, este tinto argentino é produzido a partir de lotes selecionados do vinhedo Uxmal, localizado no distrito de Agrelo, em Mendoza. Maturado por seis meses em barricas de carvalho francês e americano, exibe aromas de frutas maduras e especiarias doces, sendo redondo na boca, com taninos macios.
Em pedidos acima de R$ 1.299, o cliente ganha um Barbera d'Asti Camp du Rouss 2016. Elaborado por Coppo, o “rei da Barbera”, o vinho já recebeu 90+ pontos de Robert Parker (2008). Elegante, é cheio de fruta, tem ótima acidez e um sofisticado toque de carvalho.
Já para compras de R$ 1.999 ou mais, o cliente recebe um kit de presente. Ele traz uma garrafa do Montes Alpha Special Cuvée Cabernet Sauvignon 2015, tinto incrivelmente complexo e com grande potencial de envelhecimento da chilena Viña Montes, além de duas taças Riedel Red Wine, criadas pela maior grife de cristais do mundo.
MISTRAL Site: www.mistral.com.br | Televendas: (11) 3174-1000 Siga a Mistral nas redes sociais: www.instagram.com/mistralvinhos|www.facebook.com/mistralimport| www.linkedin.com/company/mistral-importadora"
https://www.vinhoegastronomia.com.br/post/3-brasseurs-lança-dona-flor-cerveja-de-setembro,"3 Brasseurs lança Dona Flor, cerveja de setembro
O mês de setembro chegou e com ele vem a Primavera, a estação mais florida do ano, a micro cervejaria e bistrô francês, 3Brasseurs lançará uma cerveja para comemorar a estão mais bela e adicionar mais cor aos copos dos consumidores. A Dona Flor, uma cerveja no estilo “Flower Ale”, cerveja refrescante, frutada, cheia de personalidade, amargor de 25 IBU e cor de rosa devido a flor de hibisco que confere a essa deliciosa “surpresa”, complexidade e equilíbrio.
Mantendo a tradição da 3Brasseurs de lançar uma nova cerveja toda segunda 4ªfeira do mês, em setembro não seria diferente! E o lançamento vem cheio de cor, aromas e muito frescor. Dona Flor é o resultado de muita autenticidade. Ela vem para alegrar o paladar dos consumidores, extremamente refrescante, frutada, com boa acidez e toda cheia de si. O lançamento dessa cerveja foi em 11 de setembro e ela estará disponível por todo mês ou enquanto durarem os estoques.
A 3 Brasseurs gosta de experimentar ingredientes menos usuais nas cervejas, para oferecer experiências novas aos seus consumidores e demonstrar que é possível usar outras flores além do lúpulo, nessa cerveja sazonal, além da surpresa visual, encontraremos em sua composição uma flor já conhecida de nosso paladar, o Hibisco.
VeG provou a novidade em degustação com visita guiada às instalações da casa, onde são produzidas todas as cervejas da casa: com coloração alaranjada semelhante a um vinho rosé, sabor ligeiramente mais ácido e menos amargo, aromas que remetem a frutos vermelhos combinados com as notas de cereais, é uma bebida refrescante e muito agradável, que deixa o teor alcoólico de 7% quase imperceptível.
Os preços variam entre R$ 15,00 (300ml), R$ 24,00 (500ml), R$ 48,00 (1lt), R$ 62,00 (1,8lt), R$ 99,00 (3Lt) e R$ 149,00 (5lt).
Também é possível provar um cardápio diversificado e muito saboroso, tudo produzido na casa. Uma das sugestões é o Welsh, prato típico do norte da França, ou o Moules et Frites e até as deliciosas Flames.
Todos sabemos que a gastronomia francesa é ótima e o melhor lugar para aproveitar as melhores e mais variadas opções é a 3 Brasseurs. Sinta-se na França com essa especialidade da 3 Brasseurs.
A 3 Brasseurs é o local ideal para encontrar os amigos, um almoço diferenciado, aquela ""fugidinha"" na semana e um happy hour pra lá de animado.
A cerveja sazonal do mês está disponível nas duas unidades da 3 Brasseurs no Brasil:
3 Brasseurs Itaim - R. Jesuíno Arruda, 470 - Itaim Bibi. 11 3167-4145.
3 Brasseurs Pinheiros - R. dos Pinheiros, 227 – Pinheiros. 11 2532-9202. Inaugurada em 21/05.
Sobre a 3 Brasseurs Brasil
Fundada no início do século XX, em Lille, na França, quando 3 mestres cervejeiros se uniram para fundar uma fábrica de cerveja que se tornaria uma das mais importantes cervejarias francesas, desde sua criação, a marca não parou de crescer na França, indo depois para Bélgica, Canadá, Polinésia e Brasil, onde é possível conhecer este conceito inovador de fabricar artesanalmente a cerveja no local de consumo.
3 Brasseurs é muito mais do que você pode imaginar. Gerações de cervejeiros ajudaram a construir esta casa que nasceu na França, conquistou diversos países e hoje está no Brasil com duas unidades.
Acompanhe a 3Brasseurs nas redes sociais e fique por dentro de todas as promoções. Instagram: @3BrasseursBrasil"
